suspectname,idnumber,countrycode
Lazypay customer care,8015378600,91
IFB Customer Care,8069545678,91
Customer service,9060044170,91
Customer service,9229104469,91
VIKING CUSTOMERS,9568038482,91
viking customers,9568038482,91
VIKING CUSTOMERS,9568038482,91
VIKING CUSTOMERS,9568038482,91
custumber care no,1246526008,91
True caller Name SBI Customers,6363679243,91
Customer Relationship Manager Alice D2,6232106502,91
Customer Service,7253091421,91
Customer Service,7253091421,91
customer service,8483980759,91
ICE Trading Customer Support,85295105584,852
Customer Care Support Number,18003094544,91
Hathway Broadband Customer Contact Support person,9176286330,91
Fraudlent Customer Care no on Red Fox website,18004195434,91
mentioned him as customer care,9108424998,91
customer care,7977067610,91
Fedex customer,8152310018,91
Taj Uddin Customer service representative,8735920261,91
Morgan Stanley Customer service,9792561726,91
Universal Parcel Tracking Customer Care,8471085637,91
Universal Parcel Tracking Customer Care,9279992136,91
SBI CUSTOMER CARE,9205982927,
aliceses online customer care,9956651371,91
SENXAX CUSTOMER MANAGER,7846313394,
Customer care 1,8277904172,91
Customer care 2,9041804726,91
Customer Care 2,8734815546,91
FedEx Customer Rep Pranita,8007854048,91
Customs officer,8957272805,91
Provex Customer Care,9601691632,91
Customer care,7980654943,91
RBL customer care,9853102399,91
female impersonating custom officer,7085962819,91
customercare,7599535358,91
customer service,9824799728,91
customer service,8958098639,91
DIYA Customer Service,7400457926,91
alice customer care,7208277954,91
YOUTUBE CUSTOMER CARE,8602870908,91
customer support,8317053565,91
Audit team code: M and customer service,7209215639,91
Customer service Vanguard,8670109452,91
Customer service Vanguard,8670018687,91
Au Customer care,8335030869,91
customercaresbi,7439123826,91
CUSTOMER CARE,9521257219,91
CUSTOMER CARE,9985576140,91
"FedEx Customer Care Centre, Mumbai",8146360673,91
axio customer care,8044071830,91
axio customer care,8044071866,91
axio customer care,8044071836,91
Anonymous Custom,8874251110,91
Customer Service TECHSTARS,6462344733,
Flipkart customer care,6362956387,91
Angel One Customer Care,9226345403,
DHL Customs Fraud,8102775521,91
MFINS CUSTOMER CARE,9252333555,91
Customer Service,8335965188,
Customer care,8794832492,
not known citi bank customer care,7439600194,91
Customer Support,8787422067,91
Phone Pay Customer Service centre,7286880253,
Phone pay Customer Service centre,8249811146,
AskGold customer platform service,7719825360,44
CUSTOMER CARE,8791318122,91
UNION BANK CUSTOMER CARE,8658272917,91
UNION BANK CUSTOMER CARE,6300726834,91
Customer care Number,18003098970,91
Customer care,18008890241,91
pohunch customer care,8114349595,91
RBL CUSTOMER CARE,7304942641,91
Alice Customer care,8401499702,91
Customer service,9599057792,
Dataxen customer care,1712345632,91
Customer Service Manager of provex fintech,6362054475,91
Slice customer care Kusum,3278229242,92
Customer Service Manager,8625026389,91
MAXPAY CUSTOMER CARE,8582827754,
MAXPAY CUSTOMER CARE,8582827754,91
Custom Officer,8127316019,91
indias_customized_gifts,7067284997,91
GS Customer Service,7258054285,91
ICICI Customer care,9662614879,91
LKP customer service manager,8107929037,
MUTINEX CUSTOMER SERVICE,9720168893,91
Customer care,7005253278,91
HDFC LIFE CUSTOMER CARE CALL,8068022829,91
Alice Customer Care service,7208419182,
Alice Customer Care service,8828411925,
Alice Customer Care service,9987383054,
Customer care trai,8146502473,91
Flipkart  customer  care,8068861256,
Bank customer care,9491457507,91
"Karan Singh, Fed Ex customer care executive",8198564654,91
Customer Service,8984842406,91
NORDEA CUSTOMER SUPPORT,8452934651,91
Plex m customer service,7288041949,91
Fake FedEx customer care,8145279251,91
company customer care,9489946401,91
Customer Service,8688266538,91
Customer Service Manager CSM,7991070326,91
Customer Service Manager CSM,7076289748,91
Apexend Customer Service,7418675244,91
Customer care,9870434304,91
24x7 Customer Support of HAIER,18008435656,91
Customer care,8277904172,91
Customer care 2,9041804726,91
Customer care 2,8734815546,91
Hambro customer care,7499409787,91
~BBB CUSTOMER CARE 2 UP 1,7624922492,91
F183 Customer Service Window,9708056972,
F183 Customer Service Window,8093131980,
F183 Customer Service Window,9122091349,
F183 Customer Service Window,7327925553,
Customer Care Executive,7599179710,91
